"ID","Age","Gender","Education","Race","Income","Health","PRAC1","PRAC2","PRAC3","X0_5_95","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CATCH1","CATCH2","X0.5_5_95","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CATCH1.1","CATCH2.1","n0.5_5_95","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CATCH1.2","CATCH2.2","X5_5_95","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CATCH1.3","CATCH2.3","n5_5_95","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CATCH1.4","CATCH2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
156,52,"1","4","8","4","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","5","5","3","3","2","2","2","","","","","","","","","6","1","7","2","","","","","","4","1","4","2","4","1","3","2","4","4","4","2","2","2","2","2","4","3","2","4","1","4","4","2","1000","10","10","3","2","0.2","2","10","100","20%","5","1","9","25","3","4","4","4","4","4","4","4","4","4","4","9/11/66"
157,35,"1","5","5","6","5","2","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","3","3","1","2","2200","1","5","Theft","1","","","7","1","7","1","4","3","","1","","4","1","2","2","4","1","2","1","2","4","1","4","1","1","1","1","1","4","1","3","1","3","1","1","500","1","1","3","2","2","2","1","10","80","1","1","10","100","1","6","6","6","6","6","5","6","5","5","4","7/4/84"
158,47,"2","3","2","5","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","2","1","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","3","2","2","3","3","3","2","","","","","","","","","2","2","3","2","","","","","","4","1","3","2","4","1","2","1","2","4","2","2","3","2","1","2","1","4","1","4","1","3","2","1","555","1719","57","3","2","2","200","5","50","6","9","2","8","12","3","3","3","3","3","3","2","3","4","4","5","12/27/71"
159,42,"1","4","1","8","4","1","1","2","","","","","","","","","","","","1","1","2","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","4","4","4","2","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","3","0","0","1","1","1","1","2","0","1","2","1","1","1","1","1","1","1","1","1","1","4/4/77"
160,41,"1","4","1","10","5","1","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","5","3","4","2","2","","","","","","","","","5","5","5","2","","","","","","4","2","4","3","5","3","4","3","4","4","3","2","2","3","3","2","2","4","2","4","2","3","3","1","450","750","0.01","3","2","20years","2in100","10","100","5-Jan","5","1","18","65","2","4","4","5","4","4","5","3","4","5","3","6/15/87"
161,47,"1","3","7","7","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","5","4","3","4","2","1","once","2,000.00","4","2","","","","","4","2","6","1","2","1","","1","","4","1","3","2","4","2","2","2","2","3","3","3","2","2","2","2","1","4","1","4","2","3","3","2","500","100","1","3","2","2%","1 in 50 years","10","100","80","0.01","1","likely","28","3","3","2","4","3","3","3","4","3","3","4","2/1/72"
162,35,"2","4","1","5","5","2","1","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","5","1","4","1","2","","","","","","","","","7","1","7","1","4","2,4","","1","","5","2","4","3","5","2","3","2","2","3","3","3","4","3","5","1","1","4","1","5","2","4","3","1","7000","1","1","3","2","2","2","10","20","80","0.5","1","19","4","1","2","2","3","2","2","1","6","6","4","5","6/25/84"
163,43,"2","5","3","14","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","4","4","4","2","","","","","","4","2","4","3","3","2","2","3","2","3","2","3","1","2","2","3","3","3","2","4","2","3","2","2","500","100","1","3","2","2%","2 in 100 in ten years","10","100","80","0.1","1","10","128","3","4","4","4","4","4","4","4","4","4","3","4/13/76"
164,43,"2","3","5","6","4","1","2","2","","","","","","","","","","","","1","1","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","3","4","3","3","2","","","","","","","","","3","4","7","2","","","","","","3","2","3","3","4","2","2","1","2","2","2","3","2","2","2","1","2","3","2","2","2","3","2","3","500","50","1","3","2","2%","1 in 50","10","100","80%","5","1","9%","64","3","2","2","3","2","2","2","3","3","3","2","6/14/76"
165,40,"2","5","1","9","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","2","1","2","1","2","4","4","4","5","5","5","1","1","75","4","3","","","","","5","3","6","2","","","","","","2","2","2","3","3","2","2","2","2","2","2","3","2","2","4","2","2","4","1","4","2","2","2","2","500","10","0.1","3","2","2% in ten years ","2 in 100 in ten years","10","100","80%","5","1","50","64","3","4","4","4","4","4","4","5","5","3","4","5/6/79"
166,27,"2","4","1","5","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","4","4","3","4","4","3","2","","","","","","","","","4","4","6","2","","","","","","3","2","3","4","4","2","2","2","3","2","2","1","1","2","1","2","1","3","2","3","2","4","4","1","500","100","10","3","2","2","2","10","100","80","5","1","9","64","1","3","3","3","4","4","1","6","6","5","3","7/10/92"
167,75,"2","4","1","15","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","2","2","4","3","4","2","","","","","","","","","5","1","7","2","","","","","","4","2","4","2","4","2","4","2","2","3","2","3","2","3","2","2","2","4","1","5","2","3","3","2","500","10","0.001","3","2","10%","1 in 50","10","100","80","5","1","50%","64","2","4","4","4","4","4","4","4","4","5","4","1/14/41"
168,44,"2","3","2","3","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","4","2","","","","","","","","","5","4","4","2","","","","","","4","3","5","3","5","3","3","3","4","4","4","4","3","4","3","4","4","4","2","3","4","4","3","4","500","500","10","2","2","2","2","10","100","20 percent ","5","1","100","0.3","1","4","3","3","3","3","3","3","3","3","3","1/9/75"
169,38,"2","4","1","2","5","2","1","2","","","","","","","","","","","","1","1","1","1","1","1","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","5","1","7","2","","","","","","2","2","2","3","3","2","2","2","2","3","2","4","2","3","2","2","1","4","1","3","2","3","2","3","500","10","0.1","3","2","2% in ten years","1 in 50 in ten years","10","100","4 out of 5 chance of not getting the disease. not the same as survival unless it has a 100% mortality rate.","5","1","50%","64","1","6","6","6","6","6","5","4","6","4","4","6/22/81"
170,73,"2","5","1","16","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","2","2","1","2","1","2","","","","","","","","","","","","2","4","4","3","4","3","1","1","200","2","2","","","","","4","3","3","2","","","","","","4","2","3","1","4","1","2","2","3","4","3","3","3","3","2","2","1","4","1","5","2","4","3","1","5001","1","1","3","2","2","2","10","100","2","10","1","114","14","1","4","4","4","4","4","3","4","4","4","3","1/2/46"
171,65,"2","3","4","3","5","2","1","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","5","3","5","2","4","3","1","1","100","4","1","","2","2","","4","4","5","2","","","","","","1","2","3","3","3","2","3","2","3","3","3","4","2","2","3","2","3","3","4","3","4","4","4","3","6","5","1","3","2","10","10","1","10","20","5","2","6","4","2","2","1","1","1","1","1","3","4","5","2","3/9/54"
172,71,"2","3","1","16","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","5","4","4","4","1","2","100000","4","4","","1","","","7","2","7","1","2","2,5","","3","","4","1","4","2","4","2","3","2","3","3","3","3","3","3","2","2","2","3","2","4","3","3","3","2","500","10","0.5","3","2","2%","2 in 100","10","100","20%","5","1","10%","64","1","2","3","3","3","3","2","2","2","4","2","8/5/47"
173,65,"2","2","1","3","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","3","4","3","3","3","1","1","1000","4","2","","","","","4","2","6","2","","","","","","4","2","4","4","3","2","2","2","2","2","2","2","2","2","2","2","1","4","1","3","2","3","2","1","500","500","0.1","1","2","2","2","10","100","1 in 5","0.05","1","1","64","1","3","3","3","5","5","4","5","5","4","4","4/23/54"
174,70,"2","2","1","6","5","2","2","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","2","2","2","2","2","","","","","","","","","4","4","6","1","1","2","","5","Financial advisor","3","3","3","2","2","2","1","1","2","3","3","3","2","2","3","3","3","3","3","3","3","3","2","2","30","5","1","3","2","2%","2 in 100","10","100","80%","50","1","10%","64","2","3","1","4","2","2","2","5","3","3","4","6/30/49"
175,66,"2","3","1","2","5","2","2","1","1","1","1","2","2","1","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","3","15,000","4","2","","","","","6","2","7","1","3","2,5","","1","","2","2","2","2","4","2","2","2","2","4","2","3","2","3","2","2","2","4","1","4","2","4","2","3","500","10","1","3","2","2","2","10","100","5","20","1","9","64","3","3","2","4","3","5","3","4","4","4","4","7/16/53"
176,70,"2","3","1","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","3","4","4","4","3","3","2","","","","","","","","","3","1","5","1","2","2","","1","","2","4","2","4","2","4","1","2","1","2","2","4","2","2","2","2","1","2","1","2","2","2","2","3","250","10","1","3","2","2","2","1","10","80","2","1","1","17","1","2","2","1","1","1","1","1","2","2","1","10/14/48"
177,75,"2","3","2","4","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","5","2","4","4","4","3","2","","","","","","","","","5","1","7","2","","","","","","4","1","4","2","4","2","1","1","3","4","2","5","3","3","2","2","2","4","1","4","2","4","4","1","4","9","5","3","3","10-Jan","20-Jan","20","10","0","5","1","10%","6","2","1","2","4","3","3","3","1","3","4","3","8/11/43"
178,40,"1","4","1","15","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","1","1","1","2","1","1","2","","","","","","","","","","","","2","4","2","4","2","4","1","1","7000","3","1","","","","","6","2","7","2","","","","","","3","2","2","2","2","2","2","2","2","2","1","3","2","2","3","3","1","5","1","4","1","2","1","1","500","10","0.1","3","2","2","1 in 50 ","10","100","80%","5","1","10%","100","3","6","6","6","5","5","4","3","4","3","3","9/26/78"
179,75,"2","4","1","3","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","4","5","5","4","2","","","","","","","","","4","3","7","1","1","2","","1","","4","1","3","3","4","2","2","3","1","4","2","3","2","3","1","2","1","4","1","3","3","3","2","1","35","10","1","3","2","2%","2 in 100","10","1","80","10","1","10","16","3","2","1","2","1","2","2","1","4","3","1","3/17/44"
180,80,"2","3","1","6","4","1","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","3","4","3","1","don't know","not sure","1","1","","","","","5","3","6","2","","","","","","4","2","3","2","4","2","1","1","2","4","2","4","2","4","3","2","2","4","2","4","2","4","3","1","500","1","1","3","2","don't know","don't know","10","100","20","5","1","don't know","1","3","2","2","2","2","2","2","1","3","5","2","8/5/39"
181,40,"1","4","2","10","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","2","1","2","2","2","1","2","","","","","","","","","","","","4","4","4","4","4","3","1","1","10000","2","2","","2","2","","5","5","5","2","","","","","","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","500","500","1","2","1","2","10","10","1","20","5","2","10","2","1","5","5","4","5","4","5","4","5","4","4","7/1/78"
182,77,"2","5","1","13","5","1","2","1","","","","","","","","","","","","2","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","2","2","3","2","","","","","","","","","5","3","6","2","","","","","","3","1","3","2","4","2","2","2","3","4","2","3","2","2","1","1","1","4","1","4","1","4","3","1","450","15","1","3","2","2","2","10","100","80","50","1","20","64","3","4","4","4","4","4","3","4","3","4","4","6/7/42"
183,38,"1","4","1","16","5","1","2","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","2","4","4","4","2","","","","","","","","","6","1","6","2","","","","","","3","2","3","2","3","2","2","2","3","3","2","2","2","2","2","2","2","4","2","4","2","4","3","2","500","10","0.1","3","2","2%","2","10","100","80%","5","1","90%","64","1","4","4","4","4","4","4","3","3","3","3","3/22/81"
184,75,"2","4","1","3","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","3","3","2","","","","","","","","","4","2","7","2","","","","","","4","1","2","2","4","1","1","1","1","4","2","3","2","3","1","2","1","3","2","4","1","3","2","1","500","0","1","3","2","2","1 in 500","10","5","20%","50","1","0","64","1","3","3","5","2","4","3","5","5","5","4","6/8/44"
185,78,"2","2","1","4","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","5","1","5","2","5","3","2","","","","","","","","","1","1","7","2","","","","","","3","1","3","4","2","4","1","2","1","2","1","3","1","2","1","2","2","3","1","3","2","2","1","1","500","10","1","1","1","2% in five years","2 in 50","10","100","2%","50","1","Actually has a tumor64%","10","1","1","1","1","1","1","1","3","1","4","1","12/24/40"
186,80,"2","3","1","8","5","2","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","3","3","3","1","don't know","don't rememberr","5","2","","","","","7","1","7","2","","","","","","3","1","4","2","3","1","3","2","1","3","1","2","2","3","2","2","1","3","1","4","1","5","3","1","50","10","0","2","1","2","2","10","100","50%","5","1","1%","64","2","1","1","2","1","1","1","1","1","5","3","11/1/38"
187,34,"2","3","2","4","3","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","1","1","2","1","1","2","","","","","","","","","","","","3","3","5","1","5","1","2","","","","","","","","","1","1","1","2","","","","","","3","2","4","2","4","2","1","1","2","4","2","3","2","1","1","1","2","3","1","4","2","4","2","1","450","10","1","3","2","2%","1 in 50","10","100","80%","1","1","9","64","2","1","1","4","2","2","1","2","2","5","2","1/16/85"
188,28,"1","5","6","6","4","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","4","4","4","2","","","","","","","","","5","5","5","2","","","","","","4","2","3","2","3","2","3","2","3","3","3","4","2","2","2","2","2","3","1","4","2","3","3","1","500","100","10","3","2","2%","2 in 100","10","100","20%","5","1","20%","64","3","2","2","3","2","3","3","3","3","3","3","6/6/91"
189,31,"1","5","3","16","5","1","1","2","1","1","2","2","1","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","4","2","1","2","100000","2","2","","","","","5","4","5","2","","","","","","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","50","1","1","3","2","2","2","10","100","80 percent","2","1","2","2","2","4","4","4","4","4","3","4","4","3","3","6/5/87"
190,32,"1","4","1","6","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","2","1","2","3","3","3","3","3","4","2","","","","","","","","","4","5","2","2","","","","","","3","3","2","3","3","3","2","3","4","2","3","5","3","4","3","4","4","2","3","5","3","2","2","2","160","100","0.001","3","2","2","1","10","100","80","5","1","18","7","1","4","3","3","3","2","3","3","3","3","3","6/12/87"
191,28,"2","3","2","4","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","3","1","6","60","1","1","","2","4","","6","6","6","1","6","2","","3","","4","4","3","3","4","5","4","4","5","5","5","4","4","5","4","4","4","5","4","4","4","4","5","4","10","16","16","1","3","10","16","2","6","6","200","1","10","6","2","4","4","2","2","4","4","2","4","4","2","1/19/91"
192,27,"2","3","1","6","4","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","2","","","","","","","","","7","7","7","2","","","","","","5","1","5","4","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","500","10","1","3","2","20","20","10","100","20","5","1","10","3","3","3","3","3","3","3","3","3","3","3","3","8/24/91"
193,33,"1","4","4","7","4","1","2","1","2","2","1","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","4","4","5","5","1","8","5000","2","1","","2","2","","6","6","6","2","","","","","","4","2","4","4","4","2","2","2","2","3","4","2","4","4","4","4","4","4","4","4","3","4","4","3","5000","10","1","3","2","2","2","10","100","80","10","1","5","128","2","5","5","5","5","5","5","5","5","4","4","8/30/90"
194,34,"2","4","2","9","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","3","4","4","4","2","3","1","1","50","5","5","A mistake ","","","","7","5","5","2","","","","","","5","1","4","3","4","2","1","1","1","2","2","1","1","1","1","1","1","5","1","5","2","4","3","4","199","109","1000","2","3","20","109","59","49","100","200","2","50","10","2","5","4","5","4","5","5","5","5","3","4","9/27/84"
195,25,"2","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","5","3","4","3","2","","","","","","","","","7","1","7","2","","","","","","2","4","2","5","3","2","3","3","4","1","3","4","1","1","3","3","5","4","1","3","5","4","1","3","800","700","1","1","3","5","5","10","100","5","2","1","20","3","2","6","6","6","6","6","5","5","4","4","4","10/28/93"
196,34,"1","6","3","8","2","1","1","2","","","","","","","","","","","","1","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","5","5","5","2","","","","","","","","","5","2","6","2","","","","","","2","4","2","4","3","4","2","4","2","2","1","4","2","4","4","4","2","3","4","2","2","4","1","5","50","10","0.1","3","2","2%","2 in 100","10","100","Is disease always fatal?","5","1","50%","64","3","4","4","4","4","4","4","2","3","3","3","9/17/84"
197,30,"2","4","1","7","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","2","1","1","2","2","1","2","5","5","5","5","5","5","1","2","200","1","1","","1","","","7","7","7","1","1","1","","1","","5","1","5","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","2","1","1","1","1","1","1","1","2","good","2","1","6","6","6","6","6","6","6","6","5","5","12/4/88"
198,26,"2","5","3","3","4","1","2","2","","","","","","","","","","","","2","1","2","2","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","3","2","","","","","","","","","2","2","2","2","","","","","","4","1","3","2","3","2","1","2","2","3","3","3","2","2","2","1","2","4","1","3","2","4","2","2","500","10","0.001","3","2","2%","2%","10","100","80%","50","1","9%","10","2","4","5","3","3","5","5","4","4","4","4","7/14/93"
199,34,"1","3","2","4","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","2","2","2","2","2","1","2","5","2","5","4","5","2","2","","","","","","","","","5","1","7","2","","","","","","4","1","4","2","5","2","1","1","4","4","4","3","2","1","5","1","1","4","1","5","1","5","5","1","40","1","1","3","2","20","10","10","100","10","500","1","9","68","3","4","1","3","3","4","1","1","3","5","3","2/21/85"
200,33,"1","2","1","4","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","1","2","2","2","2","1","2","3","3","3","3","1","3","2","","","","","","","","","7","7","7","1","1","2","","1","","4","1","4","2","4","2","4","3","3","3","2","1","1","2","1","2","1","4","1","2","1","3","2","2","500","10","0.01","3","2","2","100","10","100","20","5","1","90","16","2","1","1","1","1","1","1","3","1","5","5","12/18/85"
201,28,"1","4","2","1","4","2","1","2","","","","","","","","","","","","1","1","1","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","4","3","4","2","","","","","","","","","3","1","6","2","","","","","","4","2","4","3","4","2","2","3","2","3","2","2","2","1","2","1","1","3","1","3","2","4","4","3","500","10","0.1","3","2","1% in 5","1 in 50","10","100","80 of 100","5","1","18%","64","2","5","4","5","6","5","5","6","6","4","4","10/26/90"
202,31,"1","4","1","15","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","3","4","4","3","4","1","2","1000","5","4","","2","3","","4","5","4","2","","","","","","4","3","4","2","3","4","3","4","4","4","2","3","4","3","2","4","2","4","4","4","2","4","4","4","500","10","0.1","3","2","2 percent ","1 in 200","10","100","80","5","1","Not much","10","2","4","5","3","5","2","1","2","4","3","3","5/27/88"
203,28,"1","2","4","3","3","1","1","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","5","5","5","5","1","1","2000","4","1","","2","4","","7","1","7","2","","","","","","5","5","5","3","5","1","1","1","1","4","2","5","3","5","5","1","1","4","1","4","5","2","1","4","500","30","50","2","2","2","200","10","30","80","25","2","36","5","3","2","2","2","2","2","2","2","2","2","3","6/25/91"
204,30,"2","4","1","3","5","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","5","3","3","5","3","3","2","","","","","","","","","7","7","7","2","","","","","","5","1","5","1","5","1","4","1","1","1","1","3","1","1","3","1","1","4","1","5","1","4","1","1","100","100","0.01","3","2","50","50","10","10","80","1","1","tested positive","10","2","6","6","6","6","6","6","6","6","5","5","10/11/89"
205,27,"1","4","1","8","4","1","1","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","4","5","4","2","","","","","","","","","1","2","6","2","","","","","","4","2","2","2","3","2","2","4","2","3","2","3","2","3","3","3","2","4","1","4","2","4","3","1","500","10","0.1","3","2","2% in ten years","2 in 100 years","10","100","80 out of 100","5","1","90%","64","1","3","3","3","3","3","3","4","2","1","2","5/30/92"
206,25,"1","2","1","3","3","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","3","3","3","5","3","3","2","","","","","","","","","7","1","4","1","1","2","","1","","3","3","3","2","4","3","3","3","3","2","3","3","3","3","3","3","3","3","2","3","3","4","3","5","500","10","1","1","2","4","8","35","65","5","9","1","5","9","1","3","2","4","3","3","3","2","3","2","4","5/4/94"
207,31,"1","4","3","3","3","2","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","3","2","1","2","","","","","","","","","4","1","5","2","","","","","","3","4","2","3","2","3","2","3","3","2","2","3","2","3","3","2","2","2","2","2","2","2","2","3","500","10","0.01","1","1","2%","2 in 100","10","100","80 out of 100","1","1","18%","64","3","4","2","4","1","4","3","5","4","5","3","9/10/87"
208,27,"1","4","1","6","4","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","2","","","","","","","","","7","1","7","1","2","2,4","","1","","3","2","4","3","3","2","2","3","2","3","2","4","2","3","3","2","2","4","1","3","3","3","2","2","500","10","0.01","3","2","2%","2 in 50","10","100","20%","5","1","18","64","1","6","6","6","4","4","2","6","6","5","5","5/7/92"
209,30,"1","4","1","16","5","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","2","4","5","2","","","","","","2","1","2","2","4","1","1","2","2","3","1","2","2","2","2","1","1","3","1","4","2","3","3","1","500","10","0.001","3","2","2% in 10 years","2 in 100 in ten years","10","100","20%","5","1","90%","64","3","3","3","3","3","3","3","3","3","3","3","1/9/89"
210,34,"1","3","1","5","3","1","2","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","1","25","1","1","","2","5","","4","4","2","1","2","5","","1","","4","2","4","4","4","2","1","3","4","4","3","4","2","4","4","2","2","4","2","4","3","4","1","1","500","10","0.01","3","2","50","75","10","100","80","50","1","7","19","1","1","1","4","3","3","1","4","4","5","5","1/11/85"
